Variety,Year,Site,County,Region,Yield
GLASSEL,2013,Laurencekirk,Aberdeenshire,North,7.44
KWS_ORPHELIA,2013,Laurencekirk,Aberdeenshire,North,7.37
NATASIA,2013,Laurencekirk,Aberdeenshire,North,7.59
RENAISSANCE,2013,Laurencekirk,Aberdeenshire,North,7.41
KWS_IRINA,2013,Laurencekirk,Aberdeenshire,North,8.07
KWS_AURELIA,2013,Laurencekirk,Aberdeenshire,North,7.93
KERSTIN,2013,Laurencekirk,Aberdeenshire,North,7.71
MARY,2013,Laurencekirk,Aberdeenshire,North,7.53
MALT_JAGGER,2013,Laurencekirk,Aberdeenshire,North,7.97
HACKER,2013,Laurencekirk,Aberdeenshire,North,7.74
ARTISAN,2013,Laurencekirk,Aberdeenshire,North,7.92
MELIUS,2013,Laurencekirk,Aberdeenshire,North,7.33
SHADA,2013,Laurencekirk,Aberdeenshire,North,8.26
ALVESTON,2013,Laurencekirk,Aberdeenshire,North,7.65
SHALOO,2013,Laurencekirk,Aberdeenshire,North,7.92
NFC_TIPPLE,2014,Bainton,East Yorkshire,East,7.51
QUENCH,2014,Bainton,East Yorkshire,East,7.26
CONCERTO,2014,Bainton,East Yorkshire,East,7.63
PROPINO,2014,Bainton,East Yorkshire,East,8.05
ODYSSEY,2014,Bainton,East Yorkshire,East,8.17
WESTMINSTER,2014,Bainton,East Yorkshire,East,7.08
WAGGON,2014,Bainton,East Yorkshire,East,7.63
BELGRAVIA,2014,Bainton,East Yorkshire,East,NA
GARNER,2014,Bainton,East Yorkshire,East,7.56
MOONSHINE,2014,Bainton,East Yorkshire,East,7.71
OVERTURE,2014,Bainton,East Yorkshire,East,7.53
TESLA,2014,Bainton,East Yorkshire,East,8.32
MONTOYA,2014,Bainton,East Yorkshire,East,7.34
CROONER,2014,Bainton,East Yorkshire,East,8.06
RHYNCOSTAR,2014,Bainton,East Yorkshire,East,7.74
KELIM,2014,Bainton,East Yorkshire,East,6.58
GLASSEL,2014,Bainton,East Yorkshire,East,7.38
SANETTE,2014,Bainton,East Yorkshire,East,8.37
KWS_ORPHELIA,2014,Bainton,East Yorkshire,East,7.95
NATASIA,2014,Bainton,East Yorkshire,East,8.27
KWS_IRINA,2014,Bainton,East Yorkshire,East,8.3
KWS_AURELIA,2014,Bainton,East Yorkshire,East,8.05
HACKER,2014,Bainton,East Yorkshire,East,7.73
SHADA,2014,Bainton,East Yorkshire,East,8.49
SHALOO,2014,Bainton,East Yorkshire,East,8.22
MILFORD,2014,Bainton,East Yorkshire,East,7.89
INVICTUS,2014,Bainton,East Yorkshire,East,7.9
RGT_CONQUEST,2014,Bainton,East Yorkshire,East,7.71
RGT_PLANET,2014,Bainton,East Yorkshire,East,8.32
PATHFINDER,2014,Bainton,East Yorkshire,East,7.61
SIENNA,2014,Bainton,East Yorkshire,East,8.21
OCTAVIA,2014,Bainton,East Yorkshire,East,8.26
OLYMPUS,2014,Bainton,East Yorkshire,East,8.32
DEVERON,2014,Bainton,East Yorkshire,East,8.03
SCHOLAR,2014,Bainton,East Yorkshire,East,8.33
PIPER,2014,Bainton,East Yorkshire,East,7.45
VAULT,2014,Bainton,East Yorkshire,East,7.27
DRAGOON,2014,Bainton,East Yorkshire,East,8.49
NFC_TIPPLE,2014,Perth,Perth and Kinross,North,5.22
QUENCH,2014,Perth,Perth and Kinross,North,5.26
CONCERTO,2014,Perth,Perth and Kinross,North,5.3
PROPINO,2014,Perth,Perth and Kinross,North,5.96
ODYSSEY,2014,Perth,Perth and Kinross,North,5.47
WESTMINSTER,2014,Perth,Perth and Kinross,North,NA
WAGGON,2014,Perth,Perth and Kinross,North,5.54
BELGRAVIA,2014,Perth,Perth and Kinross,North,5.21
GARNER,2014,Perth,Perth and Kinross,North,5.23
MOONSHINE,2014,Perth,Perth and Kinross,North,5.47
OVERTURE,2014,Perth,Perth and Kinross,North,5.71
TESLA,2014,Perth,Perth and Kinross,North,5.76
MONTOYA,2014,Perth,Perth and Kinross,North,5.45
CROONER,2014,Perth,Perth and Kinross,North,5.86
RHYNCOSTAR,2014,Perth,Perth and Kinross,North,5.91
KELIM,2014,Perth,Perth and Kinross,North,5.32
GLASSEL,2014,Perth,Perth and Kinross,North,5.63
SANETTE,2014,Perth,Perth and Kinross,North,6.06
KWS_ORPHELIA,2014,Perth,Perth and Kinross,North,5.42
NATASIA,2014,Perth,Perth and Kinross,North,5.71
KWS_IRINA,2014,Perth,Perth and Kinross,North,6.42
KWS_AURELIA,2014,Perth,Perth and Kinross,North,6.14
HACKER,2014,Perth,Perth and Kinross,North,5.59
SHADA,2014,Perth,Perth and Kinross,North,5.98
SHALOO,2014,Perth,Perth and Kinross,North,6.04
MILFORD,2014,Perth,Perth and Kinross,North,5.43
INVICTUS,2014,Perth,Perth and Kinross,North,5.73
RGT_CONQUEST,2014,Perth,Perth and Kinross,North,5.57
RGT_PLANET,2014,Perth,Perth and Kinross,North,5.83
PATHFINDER,2014,Perth,Perth and Kinross,North,5.42
SIENNA,2014,Perth,Perth and Kinross,North,6.31
OCTAVIA,2014,Perth,Perth and Kinross,North,5.75
OLYMPUS,2014,Perth,Perth and Kinross,North,6.06
DEVERON,2014,Perth,Perth and Kinross,North,5.88
SCHOLAR,2014,Perth,Perth and Kinross,North,6.41
PIPER,2014,Perth,Perth and Kinross,North,5.65
VAULT,2014,Perth,Perth and Kinross,North,5.73
DRAGOON,2014,Perth,Perth and Kinross,North,5.8
NFC_TIPPLE,2014,Dundee,City of Dundee,North,7.12
QUENCH,2014,Dundee,City of Dundee,North,7.34
CONCERTO,2014,Dundee,City of Dundee,North,7.12
PROPINO,2014,Dundee,City of Dundee,North,7.57
ODYSSEY,2014,Dundee,City of Dundee,North,7.68
WESTMINSTER,2014,Dundee,City of Dundee,North,NA
WAGGON,2014,Dundee,City of Dundee,North,7.46
BELGRAVIA,2014,Dundee,City of Dundee,North,7.46
GARNER,2014,Dundee,City of Dundee,North,7.3
MOONSHINE,2014,Dundee,City of Dundee,North,7.33
OVERTURE,2014,Dundee,City of Dundee,North,7.17
TESLA,2014,Dundee,City of Dundee,North,7.59
MONTOYA,2014,Dundee,City of Dundee,North,7.55
CROONER,2014,Dundee,City of Dundee,North,8.29
RHYNCOSTAR,2014,Dundee,City of Dundee,North,7.8
KELIM,2014,Dundee,City of Dundee,North,6.86
GLASSEL,2014,Dundee,City of Dundee,North,7.44
SANETTE,2014,Dundee,City of Dundee,North,8.5
KWS_ORPHELIA,2014,Dundee,City of Dundee,North,7.68
NATASIA,2014,Dundee,City of Dundee,North,7.42
KWS_IRINA,2014,Dundee,City of Dundee,North,7.96
KWS_AURELIA,2014,Dundee,City of Dundee,North,8.09
HACKER,2014,Dundee,City of Dundee,North,7.62
SHADA,2014,Dundee,City of Dundee,North,8.39
SHALOO,2014,Dundee,City of Dundee,North,8.28
MILFORD,2014,Dundee,City of Dundee,North,7.42
INVICTUS,2014,Dundee,City of Dundee,North,7.35
RGT_CONQUEST,2014,Dundee,City of Dundee,North,7.58
RGT_PLANET,2014,Dundee,City of Dundee,North,8.32
PATHFINDER,2014,Dundee,City of Dundee,North,7.47
SIENNA,2014,Dundee,City of Dundee,North,7.69
OCTAVIA,2014,Dundee,City of Dundee,North,7.79
OLYMPUS,2014,Dundee,City of Dundee,North,7.73
DEVERON,2014,Dundee,City of Dundee,North,7.81
SCHOLAR,2014,Dundee,City of Dundee,North,7.82
PIPER,2014,Dundee,City of Dundee,North,7.54
VAULT,2014,Dundee,City of Dundee,North,7.73
DRAGOON,2014,Dundee,City of Dundee,North,7.97
NFC_TIPPLE,2014,Kingsbridge,Devon,West,7.99
QUENCH,2014,Kingsbridge,Devon,West,8.26
CONCERTO,2014,Kingsbridge,Devon,West,8.05
PROPINO,2014,Kingsbridge,Devon,West,7.91
ODYSSEY,2014,Kingsbridge,Devon,West,8.36
WESTMINSTER,2014,Kingsbridge,Devon,West,7.21
WAGGON,2014,Kingsbridge,Devon,West,7.86
BELGRAVIA,2014,Kingsbridge,Devon,West,NA
GARNER,2014,Kingsbridge,Devon,West,8.27
MOONSHINE,2014,Kingsbridge,Devon,West,7.84
OVERTURE,2014,Kingsbridge,Devon,West,8.34
TESLA,2014,Kingsbridge,Devon,West,8.54
MONTOYA,2014,Kingsbridge,Devon,West,8.06
CROONER,2014,Kingsbridge,Devon,West,8.23
RHYNCOSTAR,2014,Kingsbridge,Devon,West,7.91
KELIM,2014,Kingsbridge,Devon,West,7.49
GLASSEL,2014,Kingsbridge,Devon,West,7.72
SANETTE,2014,Kingsbridge,Devon,West,8.63
KWS_ORPHELIA,2014,Kingsbridge,Devon,West,8.76
NATASIA,2014,Kingsbridge,Devon,West,8.56
KWS_IRINA,2014,Kingsbridge,Devon,West,8.72
KWS_AURELIA,2014,Kingsbridge,Devon,West,8.45
HACKER,2014,Kingsbridge,Devon,West,8.15
SHADA,2014,Kingsbridge,Devon,West,8.79
SHALOO,2014,Kingsbridge,Devon,West,8.26
MILFORD,2014,Kingsbridge,Devon,West,8.47
INVICTUS,2014,Kingsbridge,Devon,West,8.24
RGT_CONQUEST,2014,Kingsbridge,Devon,West,8.08
RGT_PLANET,2014,Kingsbridge,Devon,West,8.99
PATHFINDER,2014,Kingsbridge,Devon,West,8.23
SIENNA,2014,Kingsbridge,Devon,West,8.51
OCTAVIA,2014,Kingsbridge,Devon,West,8.41
OLYMPUS,2014,Kingsbridge,Devon,West,8.75
DEVERON,2014,Kingsbridge,Devon,West,8.28
SCHOLAR,2014,Kingsbridge,Devon,West,9.06
PIPER,2014,Kingsbridge,Devon,West,8.87
VAULT,2014,Kingsbridge,Devon,West,8.38
DRAGOON,2014,Kingsbridge,Devon,West,8.25
NFC_TIPPLE,2014,East Saltoun,East Lothian,North,8.42
QUENCH,2014,East Saltoun,East Lothian,North,8.74
CONCERTO,2014,East Saltoun,East Lothian,North,8.42
PROPINO,2014,East Saltoun,East Lothian,North,8.84
ODYSSEY,2014,East Saltoun,East Lothian,North,8.73
WESTMINSTER,2014,East Saltoun,East Lothian,North,8.16
WAGGON,2014,East Saltoun,East Lothian,North,8.75
BELGRAVIA,2014,East Saltoun,East Lothian,North,8.42
GARNER,2014,East Saltoun,East Lothian,North,8.69
MOONSHINE,2014,East Saltoun,East Lothian,North,8.61
OVERTURE,2014,East Saltoun,East Lothian,North,8.43
TESLA,2014,East Saltoun,East Lothian,North,9.25
MONTOYA,2014,East Saltoun,East Lothian,North,8.71
CROONER,2014,East Saltoun,East Lothian,North,8.86
RHYNCOSTAR,2014,East Saltoun,East Lothian,North,8.72
KELIM,2014,East Saltoun,East Lothian,North,8.32
GLASSEL,2014,East Saltoun,East Lothian,North,8.69
SANETTE,2014,East Saltoun,East Lothian,North,9.07
KWS_ORPHELIA,2014,East Saltoun,East Lothian,North,9.1
NATASIA,2014,East Saltoun,East Lothian,North,9.36
KWS_IRINA,2014,East Saltoun,East Lothian,North,9.48
KWS_AURELIA,2014,East Saltoun,East Lothian,North,8.91
HACKER,2014,East Saltoun,East Lothian,North,8.9
SHADA,2014,East Saltoun,East Lothian,North,8.85
SHALOO,2014,East Saltoun,East Lothian,North,9.52
MILFORD,2014,East Saltoun,East Lothian,North,8.63
INVICTUS,2014,East Saltoun,East Lothian,North,8.61
RGT_CONQUEST,2014,East Saltoun,East Lothian,North,8.34
RGT_PLANET,2014,East Saltoun,East Lothian,North,8.91
PATHFINDER,2014,East Saltoun,East Lothian,North,8.49
SIENNA,2014,East Saltoun,East Lothian,North,8.8
OCTAVIA,2014,East Saltoun,East Lothian,North,9.04
OLYMPUS,2014,East Saltoun,East Lothian,North,9.18
DEVERON,2014,East Saltoun,East Lothian,North,9
SCHOLAR,2014,East Saltoun,East Lothian,North,9.1
PIPER,2014,East Saltoun,East Lothian,North,8.83
VAULT,2014,East Saltoun,East Lothian,North,9.16
DRAGOON,2014,East Saltoun,East Lothian,North,8.92
NFC_TIPPLE,2014,High Legh,Cheshire,West,8.55
QUENCH,2014,High Legh,Cheshire,West,8.65
CONCERTO,2014,High Legh,Cheshire,West,8.04
PROPINO,2014,High Legh,Cheshire,West,8.97
ODYSSEY,2014,High Legh,Cheshire,West,8.63
WESTMINSTER,2014,High Legh,Cheshire,West,NA
WAGGON,2014,High Legh,Cheshire,West,8.67
BELGRAVIA,2014,High Legh,Cheshire,West,NA
GARNER,2014,High Legh,Cheshire,West,8.57
MOONSHINE,2014,High Legh,Cheshire,West,NA
OVERTURE,2014,High Legh,Cheshire,West,8.07
TESLA,2014,High Legh,Cheshire,West,8.6
MONTOYA,2014,High Legh,Cheshire,West,8.89
CROONER,2014,High Legh,Cheshire,West,9.16
RHYNCOSTAR,2014,High Legh,Cheshire,West,8.54
KELIM,2014,High Legh,Cheshire,West,8.4
GLASSEL,2014,High Legh,Cheshire,West,8.46
SANETTE,2014,High Legh,Cheshire,West,9.13
KWS_ORPHELIA,2014,High Legh,Cheshire,West,8.66
NATASIA,2014,High Legh,Cheshire,West,8.72
KWS_IRINA,2014,High Legh,Cheshire,West,9.26
KWS_AURELIA,2014,High Legh,Cheshire,West,8.8
HACKER,2014,High Legh,Cheshire,West,8.97
SHADA,2014,High Legh,Cheshire,West,9.04
SHALOO,2014,High Legh,Cheshire,West,8.49
MILFORD,2014,High Legh,Cheshire,West,8.23
INVICTUS,2014,High Legh,Cheshire,West,NA
RGT_CONQUEST,2014,High Legh,Cheshire,West,8.54
RGT_PLANET,2014,High Legh,Cheshire,West,9.01
PATHFINDER,2014,High Legh,Cheshire,West,8.73
SIENNA,2014,High Legh,Cheshire,West,8.6
OCTAVIA,2014,High Legh,Cheshire,West,8.42
OLYMPUS,2014,High Legh,Cheshire,West,9.25
DEVERON,2014,High Legh,Cheshire,West,8.45
SCHOLAR,2014,High Legh,Cheshire,West,8.49
PIPER,2014,High Legh,Cheshire,West,9.18
VAULT,2014,High Legh,Cheshire,West,8.74
DRAGOON,2014,High Legh,Cheshire,West,9.12
NFC_TIPPLE,2014,Edgmond,Shropshire,West,7.79
QUENCH,2014,Edgmond,Shropshire,West,7.95
CONCERTO,2014,Edgmond,Shropshire,West,7.62
PROPINO,2014,Edgmond,Shropshire,West,7.34
ODYSSEY,2014,Edgmond,Shropshire,West,6.72
WESTMINSTER,2014,Edgmond,Shropshire,West,NA
WAGGON,2014,Edgmond,Shropshire,West,8.15
BELGRAVIA,2014,Edgmond,Shropshire,West,NA
GARNER,2014,Edgmond,Shropshire,West,7.61
MOONSHINE,2014,Edgmond,Shropshire,West,NA
OVERTURE,2014,Edgmond,Shropshire,West,7.89
TESLA,2014,Edgmond,Shropshire,West,8.02
MONTOYA,2014,Edgmond,Shropshire,West,7.55
CROONER,2014,Edgmond,Shropshire,West,8.14
RHYNCOSTAR,2014,Edgmond,Shropshire,West,6.81
KELIM,2014,Edgmond,Shropshire,West,7.58
GLASSEL,2014,Edgmond,Shropshire,West,6.81
SANETTE,2014,Edgmond,Shropshire,West,7.45
KWS_ORPHELIA,2014,Edgmond,Shropshire,West,7.35
NATASIA,2014,Edgmond,Shropshire,West,7.47
KWS_IRINA,2014,Edgmond,Shropshire,West,7.55
KWS_AURELIA,2014,Edgmond,Shropshire,West,7.76
HACKER,2014,Edgmond,Shropshire,West,7.85
SHADA,2014,Edgmond,Shropshire,West,7.4
SHALOO,2014,Edgmond,Shropshire,West,8.04
MILFORD,2014,Edgmond,Shropshire,West,7.96
INVICTUS,2014,Edgmond,Shropshire,West,NA
RGT_CONQUEST,2014,Edgmond,Shropshire,West,7.85
RGT_PLANET,2014,Edgmond,Shropshire,West,8.19
PATHFINDER,2014,Edgmond,Shropshire,West,8.27
SIENNA,2014,Edgmond,Shropshire,West,7.51
OCTAVIA,2014,Edgmond,Shropshire,West,6.65
OLYMPUS,2014,Edgmond,Shropshire,West,7.43
DEVERON,2014,Edgmond,Shropshire,West,7.7
SCHOLAR,2014,Edgmond,Shropshire,West,8.06
PIPER,2014,Edgmond,Shropshire,West,7.94
VAULT,2014,Edgmond,Shropshire,West,7.32
DRAGOON,2014,Edgmond,Shropshire,West,8.35
NFC_TIPPLE,2014,Kings Lynn,Norfolk,East,6.01
QUENCH,2014,Kings Lynn,Norfolk,East,6.09
CONCERTO,2014,Kings Lynn,Norfolk,East,5.72
PROPINO,2014,Kings Lynn,Norfolk,East,5.87
ODYSSEY,2014,Kings Lynn,Norfolk,East,6.59
WESTMINSTER,2014,Kings Lynn,Norfolk,East,NA
WAGGON,2014,Kings Lynn,Norfolk,East,6.23
BELGRAVIA,2014,Kings Lynn,Norfolk,East,NA
GARNER,2014,Kings Lynn,Norfolk,East,6.54
MOONSHINE,2014,Kings Lynn,Norfolk,East,NA
OVERTURE,2014,Kings Lynn,Norfolk,East,6.11
TESLA,2014,Kings Lynn,Norfolk,East,6.52
MONTOYA,2014,Kings Lynn,Norfolk,East,6.47
CROONER,2014,Kings Lynn,Norfolk,East,6.34
RHYNCOSTAR,2014,Kings Lynn,Norfolk,East,6.96
KELIM,2014,Kings Lynn,Norfolk,East,5.63
GLASSEL,2014,Kings Lynn,Norfolk,East,6
SANETTE,2014,Kings Lynn,Norfolk,East,6.44
KWS_ORPHELIA,2014,Kings Lynn,Norfolk,East,6.58
NATASIA,2014,Kings Lynn,Norfolk,East,6.59
KWS_IRINA,2014,Kings Lynn,Norfolk,East,6.76
KWS_AURELIA,2014,Kings Lynn,Norfolk,East,6.68
HACKER,2014,Kings Lynn,Norfolk,East,5.99
SHADA,2014,Kings Lynn,Norfolk,East,6.79
SHALOO,2014,Kings Lynn,Norfolk,East,6.62
MILFORD,2014,Kings Lynn,Norfolk,East,6.48
INVICTUS,2014,Kings Lynn,Norfolk,East,NA
RGT_CONQUEST,2014,Kings Lynn,Norfolk,East,6.56
RGT_PLANET,2014,Kings Lynn,Norfolk,East,6.86
PATHFINDER,2014,Kings Lynn,Norfolk,East,6.29
SIENNA,2014,Kings Lynn,Norfolk,East,6.27
OCTAVIA,2014,Kings Lynn,Norfolk,East,6.93
OLYMPUS,2014,Kings Lynn,Norfolk,East,6.6
DEVERON,2014,Kings Lynn,Norfolk,East,6.64
SCHOLAR,2014,Kings Lynn,Norfolk,East,6.85
PIPER,2014,Kings Lynn,Norfolk,East,6.42
VAULT,2014,Kings Lynn,Norfolk,East,5.92
DRAGOON,2014,Kings Lynn,Norfolk,East,6.66
NFC_TIPPLE,2014,Wymondham,Norfolk,East,8.12
QUENCH,2014,Wymondham,Norfolk,East,8.83
CONCERTO,2014,Wymondham,Norfolk,East,8.85
PROPINO,2014,Wymondham,Norfolk,East,8.52
ODYSSEY,2014,Wymondham,Norfolk,East,9.04
WESTMINSTER,2014,Wymondham,Norfolk,East,NA
WAGGON,2014,Wymondham,Norfolk,East,8.93
BELGRAVIA,2014,Wymondham,Norfolk,East,NA
GARNER,2014,Wymondham,Norfolk,East,9.35
MOONSHINE,2014,Wymondham,Norfolk,East,NA
OVERTURE,2014,Wymondham,Norfolk,East,9.47
TESLA,2014,Wymondham,Norfolk,East,9.28
MONTOYA,2014,Wymondham,Norfolk,East,8.9
CROONER,2014,Wymondham,Norfolk,East,9.29
RHYNCOSTAR,2014,Wymondham,Norfolk,East,9.18
KELIM,2014,Wymondham,Norfolk,East,8.34
GLASSEL,2014,Wymondham,Norfolk,East,9.55
SANETTE,2014,Wymondham,Norfolk,East,9.96
KWS_ORPHELIA,2014,Wymondham,Norfolk,East,8.89
NATASIA,2014,Wymondham,Norfolk,East,9.3
KWS_IRINA,2014,Wymondham,Norfolk,East,9.72
KWS_AURELIA,2014,Wymondham,Norfolk,East,8.7
HACKER,2014,Wymondham,Norfolk,East,9.33
SHADA,2014,Wymondham,Norfolk,East,9.53
SHALOO,2014,Wymondham,Norfolk,East,9.97
MILFORD,2014,Wymondham,Norfolk,East,9.49
INVICTUS,2014,Wymondham,Norfolk,East,NA
RGT_CONQUEST,2014,Wymondham,Norfolk,East,9.57
RGT_PLANET,2014,Wymondham,Norfolk,East,9.91
PATHFINDER,2014,Wymondham,Norfolk,East,9.42
SIENNA,2014,Wymondham,Norfolk,East,9.74
OCTAVIA,2014,Wymondham,Norfolk,East,9.35
OLYMPUS,2014,Wymondham,Norfolk,East,9.58
DEVERON,2014,Wymondham,Norfolk,East,10.13
SCHOLAR,2014,Wymondham,Norfolk,East,9.46
PIPER,2014,Wymondham,Norfolk,East,9.72
VAULT,2014,Wymondham,Norfolk,East,9.17
DRAGOON,2014,Wymondham,Norfolk,East,9.49
NFC_TIPPLE,2014,Coleraine,Londonderry,West,6.02
QUENCH,2014,Coleraine,Londonderry,West,6.83
CONCERTO,2014,Coleraine,Londonderry,West,6.08
PROPINO,2014,Coleraine,Londonderry,West,5.96
ODYSSEY,2014,Coleraine,Londonderry,West,7.11
WESTMINSTER,2014,Coleraine,Londonderry,West,6.42
WAGGON,2014,Coleraine,Londonderry,West,6.65
BELGRAVIA,2014,Coleraine,Londonderry,West,NA
GARNER,2014,Coleraine,Londonderry,West,7.24
MOONSHINE,2014,Coleraine,Londonderry,West,NA
OVERTURE,2014,Coleraine,Londonderry,West,6.67
TESLA,2014,Coleraine,Londonderry,West,7.29
MONTOYA,2014,Coleraine,Londonderry,West,6.78
CROONER,2014,Coleraine,Londonderry,West,6.44
RHYNCOSTAR,2014,Coleraine,Londonderry,West,6.91
KELIM,2014,Coleraine,Londonderry,West,6.73
GLASSEL,2014,Coleraine,Londonderry,West,6.46
SANETTE,2014,Coleraine,Londonderry,West,7.54
KWS_ORPHELIA,2014,Coleraine,Londonderry,West,7.43
NATASIA,2014,Coleraine,Londonderry,West,7.05
KWS_IRINA,2014,Coleraine,Londonderry,West,6.83
KWS_AURELIA,2014,Coleraine,Londonderry,West,6.96
HACKER,2014,Coleraine,Londonderry,West,7.06
SHADA,2014,Coleraine,Londonderry,West,7.17
SHALOO,2014,Coleraine,Londonderry,West,7.24
MILFORD,2014,Coleraine,Londonderry,West,6.89
INVICTUS,2014,Coleraine,Londonderry,West,NA
RGT_CONQUEST,2014,Coleraine,Londonderry,West,7
RGT_PLANET,2014,Coleraine,Londonderry,West,7.3
PATHFINDER,2014,Coleraine,Londonderry,West,6.99
SIENNA,2014,Coleraine,Londonderry,West,7.29
OCTAVIA,2014,Coleraine,Londonderry,West,7.14
OLYMPUS,2014,Coleraine,Londonderry,West,8.1
DEVERON,2014,Coleraine,Londonderry,West,7.44
SCHOLAR,2014,Coleraine,Londonderry,West,7.05
PIPER,2014,Coleraine,Londonderry,West,6.39
VAULT,2014,Coleraine,Londonderry,West,6.83
DRAGOON,2014,Coleraine,Londonderry,West,7.34
NFC_TIPPLE,2014,Ballywalter,Down,West,6.55
QUENCH,2014,Ballywalter,Down,West,6.52
CONCERTO,2014,Ballywalter,Down,West,6.2
PROPINO,2014,Ballywalter,Down,West,6.85
ODYSSEY,2014,Ballywalter,Down,West,7.01
WESTMINSTER,2014,Ballywalter,Down,West,5.95
WAGGON,2014,Ballywalter,Down,West,6.38
BELGRAVIA,2014,Ballywalter,Down,West,NA
GARNER,2014,Ballywalter,Down,West,6.66
MOONSHINE,2014,Ballywalter,Down,West,NA
OVERTURE,2014,Ballywalter,Down,West,6.43
TESLA,2014,Ballywalter,Down,West,6.99
MONTOYA,2014,Ballywalter,Down,West,6.81
CROONER,2014,Ballywalter,Down,West,6.63
RHYNCOSTAR,2014,Ballywalter,Down,West,7.1
KELIM,2014,Ballywalter,Down,West,6.1
GLASSEL,2014,Ballywalter,Down,West,6.41
SANETTE,2014,Ballywalter,Down,West,7.11
KWS_ORPHELIA,2014,Ballywalter,Down,West,7.21
NATASIA,2014,Ballywalter,Down,West,7.36
KWS_IRINA,2014,Ballywalter,Down,West,7.45
KWS_AURELIA,2014,Ballywalter,Down,West,7
HACKER,2014,Ballywalter,Down,West,6.5
SHADA,2014,Ballywalter,Down,West,7.25
SHALOO,2014,Ballywalter,Down,West,7.27
MILFORD,2014,Ballywalter,Down,West,6.98
INVICTUS,2014,Ballywalter,Down,West,NA
RGT_CONQUEST,2014,Ballywalter,Down,West,6.63
RGT_PLANET,2014,Ballywalter,Down,West,6.73
PATHFINDER,2014,Ballywalter,Down,West,6.24
SIENNA,2014,Ballywalter,Down,West,7.16
OCTAVIA,2014,Ballywalter,Down,West,7.12
OLYMPUS,2014,Ballywalter,Down,West,7.47
DEVERON,2014,Ballywalter,Down,West,7.2
SCHOLAR,2014,Ballywalter,Down,West,7.25
PIPER,2014,Ballywalter,Down,West,6.74
VAULT,2014,Ballywalter,Down,West,7.01
DRAGOON,2014,Ballywalter,Down,West,7.44
NFC_TIPPLE,2014,Strabane,Tyrone,West,6.88
QUENCH,2014,Strabane,Tyrone,West,6.54
CONCERTO,2014,Strabane,Tyrone,West,6.27
PROPINO,2014,Strabane,Tyrone,West,6.98
ODYSSEY,2014,Strabane,Tyrone,West,6.57
WESTMINSTER,2014,Strabane,Tyrone,West,6.11
WAGGON,2014,Strabane,Tyrone,West,6.91
BELGRAVIA,2014,Strabane,Tyrone,West,NA
GARNER,2014,Strabane,Tyrone,West,7.03
MOONSHINE,2014,Strabane,Tyrone,West,6.69
OVERTURE,2014,Strabane,Tyrone,West,6.58
TESLA,2014,Strabane,Tyrone,West,6.7
MONTOYA,2014,Strabane,Tyrone,West,7.05
CROONER,2014,Strabane,Tyrone,West,7.17
RHYNCOSTAR,2014,Strabane,Tyrone,West,6.36
KELIM,2014,Strabane,Tyrone,West,6.65
GLASSEL,2014,Strabane,Tyrone,West,7.16
SANETTE,2014,Strabane,Tyrone,West,NA
KWS_ORPHELIA,2014,Strabane,Tyrone,West,5.53
NATASIA,2014,Strabane,Tyrone,West,7.37
KWS_IRINA,2014,Strabane,Tyrone,West,7.7
KWS_AURELIA,2014,Strabane,Tyrone,West,7.14
HACKER,2014,Strabane,Tyrone,West,6.99
SHADA,2014,Strabane,Tyrone,West,6.6
SHALOO,2014,Strabane,Tyrone,West,NA
MILFORD,2014,Strabane,Tyrone,West,6.77
INVICTUS,2014,Strabane,Tyrone,West,NA
RGT_CONQUEST,2014,Strabane,Tyrone,West,NA
RGT_PLANET,2014,Strabane,Tyrone,West,7.38
PATHFINDER,2014,Strabane,Tyrone,West,7.03
SIENNA,2014,Strabane,Tyrone,West,7.35
OCTAVIA,2014,Strabane,Tyrone,West,5.96
OLYMPUS,2014,Strabane,Tyrone,West,7.58
DEVERON,2014,Strabane,Tyrone,West,7.23
SCHOLAR,2014,Strabane,Tyrone,West,7.35
PIPER,2014,Strabane,Tyrone,West,6.95
VAULT,2014,Strabane,Tyrone,West,7.02
DRAGOON,2014,Strabane,Tyrone,West,7.43
NFC_TIPPLE,2014,Crossnacreevy,Down,West,8.16
QUENCH,2014,Crossnacreevy,Down,West,8
CONCERTO,2014,Crossnacreevy,Down,West,8.1
PROPINO,2014,Crossnacreevy,Down,West,8.11
ODYSSEY,2014,Crossnacreevy,Down,West,7.84
WESTMINSTER,2014,Crossnacreevy,Down,West,7.47
WAGGON,2014,Crossnacreevy,Down,West,8.2
BELGRAVIA,2014,Crossnacreevy,Down,West,NA
GARNER,2014,Crossnacreevy,Down,West,8.71
MOONSHINE,2014,Crossnacreevy,Down,West,8.11
OVERTURE,2014,Crossnacreevy,Down,West,7.74
TESLA,2014,Crossnacreevy,Down,West,8.65
MONTOYA,2014,Crossnacreevy,Down,West,8.52
CROONER,2014,Crossnacreevy,Down,West,8.41
RHYNCOSTAR,2014,Crossnacreevy,Down,West,8.18
KELIM,2014,Crossnacreevy,Down,West,7.99
GLASSEL,2014,Crossnacreevy,Down,West,8.15
SANETTE,2014,Crossnacreevy,Down,West,8.3
KWS_ORPHELIA,2014,Crossnacreevy,Down,West,8.54
NATASIA,2014,Crossnacreevy,Down,West,8.64
KWS_IRINA,2014,Crossnacreevy,Down,West,8.92
